Zip;City;latitude;longitude;Country
9300;carla de roquefort;42.975332692;1.7620467190000002;France
9420;castelnau durban;42.992428714;1.338333517;France
9130;casteras;43.127912251;1.403548506;France
9350;castex;43.166036647;1.319505787;France
9120;cazaux;43.052924497;1.519269138;France
5800;st maurice en valgodemard;44.798496053;6.112547256;France
7110;chassiers;44.566071049;4.301942115;France
7110;chazeaux;44.595318348;4.298677117;France
7130;cornas;44.965893212;4.841157717;France
7000;coux;44.743230369;4.622473789;France
7170;darbres;44.659793314;4.515767253;France
7160;dornas;44.851597834;4.357764189;France
7110;largentiere;44.533435177;4.301173733;France
7160;mariac;44.885755486;4.353058652;France
7140;montselgues;44.533398573;4.003739641;France
7000;privas;44.722434276;4.594124449;France
7110;rocles;44.568283822;4.207891882;France
7160;st cierge sous le cheylard;44.926511605;4.453931301;France
7100;st marcel les annonay;45.2886497;4.629391603;France
7140;st pierre st jean;44.48245206;4.101861085;France
7190;st pierreville;44.818862746;4.481469211;France
7140;les vans;44.392227568;4.114704212;France
39270;alieze;46.585078016;5.58585556;France
39240;arinthod;46.393818871;5.582269114;France
39210;arlay;46.765371686;5.537548031;France
39270;la chailleuse;46.581654364;5.526378282;France
39800;aumont;46.916358761;5.633131722;France
39700;auxange;47.177696691;5.654431375;France
39200;avignon les st claude;46.401415232;5.841108907;France
39380;bans;46.982403501;5.580664055;France
39100;baverans;47.105995408;5.536574226;France
39190;beaufort orbagna;46.585163377;5.434623271;France
39400;bellefontaine;46.556551899;6.082359393;France
39380;belmont;47.028201675;5.605061014;France
39800;bersaillin;46.857207383;5.595263907;France
39110;bracon;46.925701949;5.868310395;France
39800;buvilly;46.869681049;5.725636745;France
39240;cernon;46.412315932;5.643405536;France
39150;les chalesmes;46.692139123;6.026439714;France
39250;charency;46.766948662;5.991886106;France
39130;charezier;46.614530533;5.726955677;France
39210;chateau chalon;46.759243277;5.648414693;France
39230;le chateley;46.879800002;5.5442929450000005;France
39130;chatillon;46.663026475;5.727169626;France
39200;nanchez;46.500781245;5.861824827;France
39110;chaux champagny;46.884154623;5.879711162;France
39570;chille;46.693041196;5.571909283;France
39110;chilly sur salins;46.870199969;5.858210036;France
39380;chissey sur loue;47.060399995;5.740191409;France
39140;commenailles;46.805895385;5.437128703;France
39570;courlans;46.676012788;5.487388674;France
39570;courlaoux;46.669676119;5.449171257;France
39700;courtefontaine;47.132677999;5.792778762;France
39260;coyron;46.512641842;5.697033148;France
39210;hauteroche;46.699491802;5.697212623;France
39260;crenans;46.466529395;5.7419862340000005;France
39100;crissey;47.051054482;5.478654585;France
39700;dampierre;47.173242784;5.742542149;France
39130;denezieres;46.623880768;5.801157366;France
39120;le deschaux;46.950886325;5.498571507;France
39230;les deux fays;46.885617586;5.487783703;France
39190;digna;46.518360263;5.38498466;France
39100;dole;47.075502708;5.500897034;France
39270;dompierre sur mont;46.562417185;5.612866077;France
39240;dramelay;46.404302536;5.52954359;France
39160;val d epy;46.389785344;5.397605725;France
39320;val d epy;46.389785344;5.397605725;France
39300;equevillon;46.760836092;5.9428508650000005;France
9200;alos;42.897888566;1.129211246;France
39130;etival;46.492221957;5.793862303;France
9400;arignac;42.87585768;1.595543477;France
39230;francheville;46.836292538;5.502884384;France
9460;artigues;42.689846976;2.037910827;France
39130;le frasnois;46.636351633;5.890811397;France
9140;aulus les bains;42.766542296;1.355768892;France
39110;geraise;46.958660024;5.954886904;France
9800;balacet;42.887117793;0.98278804;France
39380;germigney;47.037391858;5.6858203320000005;France
9500;la bastide de bousignac;43.058173549;1.884852447;France
39570;gevingey;46.638116747;5.50962812;France
9240;la bastide de serou;43.024895448;1.392649757;France
39150;grande riviere chateau;46.528638867;5.909426948;France
9600;la bastide sur l hers;42.950959843;1.89986243;France
39320;graye et charnay;46.473281265;5.44835224;France
9600;belloc;43.00739017;1.933669882;France
39110;ivrey;46.989178766;5.896461266;France
9300;benaix;42.895305448;1.850852879;France
39210;ladoye sur seille;46.767223289;5.682794409;France
9800;bethmale;42.853965958;1.07673861;France
9800;bordes uchentein;42.837369269;1.032045893;France
39140;larnaud;46.706103332;5.457630233;France
9700;brie;43.206824744;1.517381142;France
39250;la latette;46.752350191;6.095555289;France
9290;camarade;43.069587717;1.277445001;France
39170;lavans les st claude;46.38753267;5.769814173;France
9500;camon;43.021739562;1.962204382;France
39170;lavans les st claude;46.38753267;5.769814173;France
9460;carcanieres;42.707804729;2.123895517;France
39170;lavans les st claude;46.38753267;5.769814173;France
9500;cazals des bayles;43.092880528;1.939678458;France
39210;lavigny;46.716723376;5.605508663;France
9230;cerizols;43.119836867;1.067612925;France
39210;lavigny;46.716723376;5.605508663;France
9310;chateau verdun;42.781483366;1.677300872;France
39260;lect;46.394732447;5.672467609;France
39110;lemuy;46.889451599;5.982617343;France
39300;lent;46.75111933;5.976163891;France
39250;longcochon;46.770954536;6.075184305;France
39380;la loye;47.030432038;5.552809277;France
39270;marnezia;46.575761446;5.636094441;France
39600;mesnay;46.900018759;5.818250676;France
39250;mignovillard;46.77774079;6.140716692;France
39250;mignovillard;46.77774079;6.140716692;France
39800;molain;46.825383647;5.816773193;France
39500;molay;47.015340653;5.423234616;France
39230;monay;46.83829832;5.5952518520000005;France
39100;monnieres;47.114115559;5.460997029;France
39800;montholier;46.894594959;5.639042641;France
39600;montigny les arsures;46.937006746;5.776683918;France
39300;montigny sur l ain;46.705139659;5.791865625;France
39290;montmirey la ville;47.217230686;5.51656716;France
39290;montmirey le chateau;47.229925885;5.533745481;France
39300;montrond;46.786828301;5.843837081;France
39400;morbier;46.557287203;6.016436172;France
39250;mournans charbonny;46.776692106;5.9905407870000005;France
39310;les moussieres;46.326880758;5.872391483;France
39300;moutoux;46.790797471;5.943902595;France
39160;les trois chateaux;46.419552874;5.35630085;France
39270;nancuise;46.473943072;5.529454815;France
39300;les nans;46.79445617;5.973982908;France
39380;nevy les dole;47.002726559;5.51581086;France
39210;nevy sur seille;46.735070332;5.644726458;France
39290;offlanges;47.203818512;5.560676356;France
39270;onoz;46.448708512;5.663245225;France
39270;orgelet;46.519453561;5.598867642;France
39350;pagney;47.249741201;5.699474911;France
39230;passenans;46.804080834;5.623869417;France
39120;peseux;46.993310722;5.366668785;France
39800;picarreau;46.754640248;5.756814531;France
39800;plasne;46.794313254;5.690542388;France
39570;poids de fiole;46.594688625;5.622458481;France
39800;poligny;46.818861886;5.773947475;France
39300;pont du navoy;46.731661169;5.789236418;France
39120;rahon;46.993964981;5.4744054680000005;France
39190;rotalier;46.583165602;5.476647948;France
39270;rothonay;46.515275321;5.527285899;France
39350;rouffange;47.22663237;5.708697328;France
39220;les rousses;46.498235856;6.06968778;France
39400;les rousses;46.498235856;6.06968778;France
39190;ste agnes;46.614706582;5.474621246;France
39200;st claude;46.408714547;5.875920618;France
39600;st cyr montmalin;46.958784809;5.722490744;France
39570;st didier;46.708595427;5.511372071;France
39320;val suran;46.386313329;5.443105612;France
39320;val suran;46.386313329;5.443105612;France
39170;coteaux du lizon;46.412246961;5.798719091;France
39570;st maur;46.606897999;5.595990619;France
39130;st maurice crillat;46.568096837;5.834026935;France
39700;salans;47.160113967;5.794392815;France
39380;santans;47.042099833;5.665477502;France
39270;sarrogna;46.474500649;5.617408824;France
39130;songeson;46.647137037;5.830542779;France
39130;soucia;46.540172646;5.757784209;France
39380;souvans;46.97920539;5.553672934;France
39120;tassenieres;46.923022059;5.512541577;France
39270;la tour du meix;46.523696813;5.662745455;France
39570;trenal;46.636413188;5.4624955790000005;France
39570;verges;46.658826692;5.684090724;France
39800;villerserine;46.855455889;5.639683999;France
39600;villette les arbois;46.933518721;5.743829779;France
39230;le villey;46.848011647;5.507972027;France
39190;val sonnette;46.602897042;5.464680776;France
39190;val sonnette;46.602897042;5.464680776;France
39230;vincent froideville;46.79367224;5.482371739;France
39240;vosbles valfin;46.348400035;5.52189486;France
58270;anlezy;46.966560312;3.498985277;France
58800;anthien;47.308662574;3.724871048;France
58430;arleuf;47.040464565;4.015692994;France
58420;asnan;47.310372331;3.5523411510000003;France
58110;aunay en bazois;47.124134471;3.719630112;France
58110;biches;46.993703901;3.654343187;France
58270;billy chevannes;47.011971519;3.461879934;France
58120;blismes;47.122483237;3.82148616;France
58530;breves;47.429737821;3.624267859;France
58000;challuy;46.94196697;3.140253373;France
58700;champlin;47.244720142;3.45042992;France
58300;champvert;46.853200997;3.523436401;France
58800;chaumot;47.251871128;3.643272447;France
58350;colmery;47.348513898;3.246722321;France
58800;corbigny;47.256108779;3.689402188;France
58300;cossaye;46.75584565;3.5098283500000003;France
58190;dirol;47.31839342;3.643605188;France
58120;dommartin;47.071580028;3.845762646;France
58140;empury;47.347358725;3.822286786;France
58800;epiry;47.17048431;3.731841261;France
58600;garchizy;47.043647776;3.09366001;France
58300;lamenay sur loire;46.74622068;3.572315444;France
58140;lormes;47.289145913;3.825318823;France
58380;lucenay les aix;46.698049547;3.49197907;France
58260;la machine;46.891574846;3.462345119;France
58400;mesves sur loire;47.230238077;3.00396493;France
58190;metz le comte;47.393000619;3.63581637;France
58140;mhere;47.194724629;3.860095553;France
58190;moissy moulinot;47.327325796;3.707138721;France
58250;montaron;46.876229584;3.74814841;France
58130;montigny aux amognes;47.025418665;3.279291198;France
58230;montsauche les settons;47.214293843;4.033132574;France
58700;moussy;47.196501089;3.458811837;France
58450;neuvy sur loire;47.532184059;2.890145485;France
58320;parigny les vaux;47.100804556;3.14618141;France
58220;perroy;47.404986749;3.164677484;France
10210;balnot la grange;47.988635213;4.198162523;France
10190;bercenay en othe;48.19365785;3.896988216;France
10110;bertignolles;48.137019303;4.512542077;France
10140;bossancourt;48.283340383;4.611412559;France
10110;bourguignons;48.141600305;4.362877752;France
10340;bragelogne beauvoir;47.969946724;4.267029614;France
10500;brienne la vieille;48.373272656;4.547027066;France
10240;brillecourt;48.477084633;4.371307048;France
10500;la chaise;48.358327474;4.670948328;France
10200;champignol lez mondeville;48.125496157;4.679576289;France
10140;champ sur barse;48.239094068;4.413303588;France
10210;chaserey;47.953105496;4.074163213;France
10510;chatres;48.492853813;3.836312283;France
10500;chaumesnil;48.358168402;4.613675706;France
10330;chavanges;48.516231011;4.566211455;France
10190;chennegy;48.217202265;3.849208613;France
10210;chesley;47.977215473;4.112601235;France
10130;chessy les pres;48.014128603;3.934187524;France
10200;colombe le sec;48.255347991;4.803668209;France
10130;courtaoult;48.025067132;3.871501783;France
10270;courteranges;48.268480349;4.225303291;France
10150;creney pres troyes;48.342377085;4.138757151;France
10320;cresantignes;48.142414828;4.019754946;France
10130;les croutes;47.993276254;3.864286182;France
10200;dolancourt;48.266332052;4.608916307;France
10330;donnement;48.520331438;4.428040963;France
10130;ervy le chatel;48.055721117;3.904985426;France
10290;faux villecerf;48.329549116;3.740055688;France
10280;fontaine les gres;48.412648922;3.887686454;France
10270;fresnoy le chateau;48.220361006;4.232668756;France
10220;geraudot;48.306390756;4.32269509;France
10240;isle aubigny;48.543938813;4.282326714;France
10320;javernant;48.159459955;3.998127894;France
10140;jessains;48.284736298;4.569985685;France
10330;joncreuil;48.527352979;4.6226135280000005;France
10310;juvancourt;48.116582369;4.812429031;France
10140;juvanze;48.323575849;4.588058779;France
10320;lirey;48.160025431;4.038894878;France
10320;longeville sur mogne;48.147004796;4.064915176;France
10170;longueville sur aube;48.550872764;3.913268738;France
10270;lusigny sur barse;48.262906637;4.276842381;France
10230;mailly le camp;48.674731957;4.185253303;France
10500;maizieres les brienne;48.430724287;4.601558476;France
10500;mathaux;48.355965005;4.46069757;France
10110;merrey sur arce;48.096141046;4.404687505;France
10190;mesnil st loup;48.308870215;3.772334008;France
10140;mesnil st pere;48.250969208;4.346063953;France
10200;meurville;48.204070156;4.605624307;France
10130;montigny les monts;48.092759181;3.96460556;France
10420;les noes pres troyes;48.303212448;4.042120154;France
10240;nogent sur aube;48.484879913;4.299055553;France
10400;nogent sur seine;48.496486907;3.499682976;France
10170;orvilliers st julien;48.438943495;3.822318968;France
10500;perthes les brienne;48.433705999;4.542318924;France
10700;poivres;48.682995278;4.277266619;France
10110;polisot;48.073462211;4.355134972;France
10240;pougy;48.436596722;4.348697082;France
10170;premierfait;48.503309501;4.023404647;France
10200;proverville;48.232663103;4.672661514;France
10240;ramerupt;48.522532361;4.304241911;France
10170;rheges;48.531965025;3.994323467;France
10290;rigny la nonneuse;48.414002777;3.648663345;France
10440;la riviere de corps;48.280210582;4.013998812;France
10500;la rothiere;48.338490636;4.575412649;France
10220;rouilly sacey;48.34716252;4.274023156;France
10350;st flavy;48.406273754;3.776340838;France
10120;st germain;48.253800134;4.010816981;France
10120;st germain;48.253800134;4.010816981;France
10800;st leger pres troyes;48.239015119;4.073249769;France
10180;st lye;48.344167638;3.981273555;France
10160;st mards en othe;48.163393268;3.789815443;France
10100;st martin de bossenay;48.444458704;3.689913462;France
10150;ste maure;48.356891506;4.071939437;France
10170;st oulph;48.525727049;3.874009954;France
10700;st remy sous barbuise;48.47780891;4.130878935;France
10700;salon;48.642897298;4.018243484;France
10700;semoine;48.673880618;4.093469679;France
10140;thieffrain;48.200873626;4.438530575;France
10700;trouans;48.63857426;4.249590242;France
10000;troyes;48.296733685;4.078437147;France
10210;vallieres;47.999151083;4.062025223;France
10200;vernonvilliers;48.314414299;4.679433202;France
10130;villeneuve au chemin;48.088797685;3.840435992;France
10310;ville sous la ferte;48.135836634;4.771914884;France
10200;ville sur terre;48.33578338;4.734416028;France
10110;vitry le croise;48.143513756;4.578941068;France
10110;viviers sur artaut;48.098200494;4.498235605;France
10150;voue;48.4601;4.124647949;France
10160;vulaines;48.240439563;3.626592658;France
88700;anglemont;48.376316162;6.668575238;France
88650;anould;48.184868516;6.940598622;France
88300;attigneville;48.398025163;5.826508238;France
88260;attigny;48.061584368;6.025578391;France
88130;avrainville;48.377895562;6.221041307;France
88630;avranville;48.418719005;5.535872703;France
88170;balleville;48.334550404;5.847154434;France
88300;beaufremont;48.254024425;5.745706013;France
88270;begnecourt;48.209544443;6.163846285;France
88600;belmont sur buttant;48.22199245;6.768635874;France
88800;belmont sur vair;48.259343754;5.915472928;France
88270;bocquegney;48.219375297;6.309445387;France
88270;bouxieres aux bois;48.260106677;6.32075541;France
88600;brouvelieures;48.242480029;6.73008231;France
88700;bru;48.353711964;6.688405643;France
88600;bruyeres;48.213050599;6.716213859;France
88110;celles sur plaine;48.450223842;6.968732075;France
88240;la chapelle aux bois;48.028313382;6.322744636;France
88230;ban sur meurthe clefcy;48.127029901;6.975417843;France
88120;cleurie;48.056480659;6.674419302;France
88430;corcieux;48.167420157;6.88474261;France
88310;cornimont;47.968577042;6.865126269;France
88460;docelles;48.141770011;6.624880852;France
88140;dombrot le sec;48.143030588;5.898977179;France
88330;domevre sur durbion;48.290394675;6.482848268;France
88600;domfaing;48.241762027;6.74234002;France
88800;domjulien;48.255174875;5.994891119;France
88200;dommartin les remiremont;47.99133517;6.648760977;France
88260;dommartin les vallois;48.154031908;6.085526014;France
88170;dommartin sur vraine;48.341524146;5.914017545;France
88450;evaux et menil;48.323990968;6.300789862;France
88600;fremifontaine;48.261453798;6.70082931;France
88320;gigneville;48.111851972;5.918370637;France
88390;gigney;48.230643142;6.33448529;France
88600;girecourt sur durbion;48.248530904;6.598557676;France
88490;la grande fosse;48.341271709;7.077558332;France
88450;gugney aux aulx;48.299756193;6.271352505;France
88330;haillainville;48.394259167;6.492558553;France
88430;la houssiere;48.205394973;6.861362336;France
88700;jeanmenil;48.331132627;6.717218778;France
88260;jesonville;48.126198517;6.113915548;France
88500;jorxey;48.304085593;6.236247141;France
88600;laveline devant bruyeres;48.185868477;6.75900138;France
88270;legeville et bonfays;48.186422447;6.153119271;France
88490;lesseux;48.281817602;7.086749825;France
88350;liffol le grand;48.319269942;5.574454522;France
88110;luvigny;48.497318459;7.077855071;France
88130;marainville sur madon;48.396732594;6.162446505;France
88320;marey;48.103818799;5.905639845;France
88320;martigny les bains;48.110556773;5.817672742;France
88300;martigny les gerbonvaux;48.446473437;5.793937132;France
88150;mazeley;48.247120258;6.344355772;France
88140;medonville;48.214941625;5.734984432;France
88210;menil de senones;48.37494636;6.996539408;France
88700;menil sur belvitte;48.384660836;6.695999569;France
88320;mont les lamarche;48.02414459;5.795992037;France
88240;montmotier;47.981533249;6.165847438;France
88700;nossoncourt;48.400145513;6.670760964;France
88260;pont les bonfays;48.166898641;6.143241999;France
88490;provencheres et colroy;48.318418852;7.102181788;France
88270;racecourt;48.258841123;6.197485682;France
88800;remoncourt;48.223965478;6.054088072;France
88170;removille;48.367007716;5.845791932;France
67204;achenheim;48.580621944;7.625748873;France
88390;renauvoid;48.142743417;6.381806761;France
67440;sommerau;48.658578706;7.359394227;France
88320;robecourt;48.137046361;5.710477331;France
67270;alteckendorf;48.794329904;7.596409519;France
88120;rochesson;48.019812701;6.824552049;France
67140;barr;48.414931301;7.398340294;France
88700;romont;48.346928821;6.580773208;France
67500;batzendorf;48.78195022;7.710188548;France
88100;st die des vosges;48.296801496;6.937956402;France
67130;belmont;48.410508932;7.253439813;France
88170;st paul;48.330943995;5.886860303;France
67340;bischholtz;48.89134522;7.53079708;France
88500;st prancher;48.345359551;5.948797908;France
67240;bischwiller;48.758500744;7.859670357;France
88800;st remimont;48.241816002;5.913323243;France
67530;boersch;48.466726335;7.375560716;France
88140;sauville;48.149195825;5.741899384;France
67150;bolsenheim;48.425010303;7.604403381;France
88320;senaide;47.969163326;5.804651768;France
67270;bossendorf;48.780978129;7.566738858;France
88210;senones;48.406551353;6.963399059;France
67330;bouxwiller;48.817411417;7.465396529;France
88630;sionne;48.398031014;5.627999142;France
67130;la broque;48.460202504;7.172682546;France
88170;soncourt;48.388135741;5.907334323;France
67310;cosswiller;48.609107344;7.36231187;France
88150;thaon les vosges;48.252126542;6.423617381;France
67310;crastatt;48.659389561;7.422445199;France
88800;they sous montfort;48.229261938;5.972353794;France
67120;dachstein;48.553541285;7.540499139;France
88500;thiraucourt;48.293384942;6.074993767;France
67350;dauendorf;48.833315055;7.664821696;France
88350;trampot;48.35567877;5.442133936;France
67230;diebolsheim;48.285755677;7.658150893;France
88340;le val d ajol;47.942409452;6.505151905;France
67190;dinsheim sur bruche;48.54753822;7.424260297;France
88800;valleroy le sec;48.18482034;6.001192821;France
67120;duttlenheim;48.524066443;7.569941859;France
88000;vaudeville;48.229606712;6.539943821;France
67600;ebersmunster;48.303623273;7.533514407;France
